,Age,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn,Gender_Female,Gender_Male,Location_Chicago,Location_Houston,Location_Los Angeles,Location_Miami,Location_New York
63734,23,1,46.01,423,1,0,1,0,0,0,0,1
63735,39,22,88.55,224,0,0,1,0,0,1,0,0
63736,50,6,77.32,443,1,1,0,0,0,1,0,0
63737,61,11,60.42,144,1,1,0,0,0,0,0,1
63738,63,17,79.42,326,0,0,1,0,1,0,0,0
63739,55,7,58.92,404,0,1,0,0,0,0,0,1
63740,67,2,97.12,167,1,0,1,0,0,1,0,0
63741,20,23,81.55,357,0,1,0,0,0,0,0,1
63742,70,2,76.27,331,0,1,0,0,0,0,0,1
63743,33,3,91.81,377,0,1,0,0,0,1,0,0
63744,38,8,35.03,276,1,1,0,0,0,0,1,0
63745,55,13,30.51,493,0,1,0,0,0,0,0,1
63746,63,22,49.84,338,0,1,0,0,0,0,0,1
63747,27,2,41.64,261,0,0,1,0,0,0,0,1
63748,32,4,45.55,372,0,0,1,0,0,0,1,0
63749,25,4,54.41,496,1,0,1,0,0,0,1,0
63750,56,24,78.75,63,0,1,0,0,0,1,0,0
63751,33,13,53.41,209,0,0,1,0,0,0,1,0
63752,28,4,49.33,453,1,0,1,0,0,0,0,1
63753,58,23,30.12,193,0,0,1,0,0,0,1,0
63754,24,23,72.75,219,1,1,0,0,0,1,0,0
63755,38,13,86.31,319,1,0,1,0,0,0,1,0
63756,70,19,43.33,225,1,1,0,0,0,0,0,1
63757,58,22,90.52,325,0,0,1,0,0,0,0,1
63758,44,20,84.39,453,1,1,0,0,0,0,1,0
63759,28,7,71.85,447,1,0,1,0,0,1,0,0
63760,65,24,63.33,487,0,0,1,0,1,0,0,0
63761,39,2,38.29,366,0,0,1,0,0,0,0,1
63762,45,8,38.78,454,0,1,0,0,0,0,1,0
63763,40,17,53.28,298,0,0,1,0,1,0,0,0
63764,54,20,98.28,368,0,0,1,1,0,0,0,0
63765,55,16,38.65,392,0,0,1,0,0,0,1,0
63766,32,14,54.12,217,1,1,0,0,0,0,0,1
63767,58,13,59.76,455,1,0,1,1,0,0,0,0
63768,62,10,32.61,369,1,0,1,0,0,0,1,0
63769,38,24,54.44,137,1,1,0,0,0,0,0,1
63770,18,22,81.34,348,1,0,1,0,1,0,0,0
63771,70,24,59.59,459,1,1,0,0,1,0,0,0
63772,46,12,35.45,253,1,0,1,1,0,0,0,0
63773,42,8,41.68,209,0,1,0,0,1,0,0,0
63774,45,1,98.96,132,0,0,1,0,0,0,1,0
63775,51,16,91.4,316,0,1,0,0,1,0,0,0
63776,42,13,61.28,125,1,1,0,0,1,0,0,0
63777,68,4,48.33,126,1,0,1,0,0,0,0,1
63778,64,20,60.67,298,0,1,0,0,1,0,0,0
63779,50,2,98.25,198,0,0,1,0,0,0,0,1
63780,68,1,32.19,489,0,0,1,1,0,0,0,0
63781,48,5,79.73,370,0,1,0,0,1,0,0,0
63782,42,20,72.79,453,0,1,0,1,0,0,0,0
63783,33,14,60.77,457,0,1,0,0,0,0,1,0
63784,18,19,34.17,196,0,1,0,0,0,0,1,0
63785,64,17,85.57,320,1,1,0,1,0,0,0,0
63786,58,12,43.37,281,1,0,1,0,0,0,0,1
63787,54,16,49.46,148,0,1,0,0,0,1,0,0
63788,62,16,77.62,206,1,1,0,0,0,0,0,1
63789,37,21,34.69,423,0,1,0,0,0,0,1,0
63790,43,19,67.56,258,0,0,1,1,0,0,0,0
63791,45,14,36.92,216,0,1,0,0,1,0,0,0
63792,39,2,97.53,321,1,0,1,0,0,0,1,0
63793,26,10,68.3,363,1,0,1,0,0,1,0,0
63794,22,12,97.97,71,0,1,0,0,0,1,0,0
63795,62,5,43.22,359,1,1,0,0,0,0,0,1
63796,62,16,60.31,221,0,1,0,0,0,0,1,0
63797,62,7,55.29,184,1,0,1,0,0,0,1,0
63798,70,14,41.52,342,1,1,0,0,0,0,1,0
63799,46,3,43.89,286,0,0,1,0,0,1,0,0
63800,55,1,49.92,442,0,0,1,1,0,0,0,0
63801,60,3,87.53,425,0,1,0,0,1,0,0,0
63802,62,11,37.93,329,1,0,1,0,1,0,0,0
63803,48,4,97.57,474,1,0,1,0,1,0,0,0
63804,33,5,51.54,458,1,1,0,1,0,0,0,0
63805,49,21,54.76,98,0,1,0,1,0,0,0,0
63806,66,8,78.23,358,0,1,0,0,0,1,0,0
63807,28,20,58.67,346,1,1,0,0,1,0,0,0
63808,66,2,62.92,345,1,0,1,0,0,0,1,0
63809,39,1,63.45,490,1,1,0,0,1,0,0,0
63810,33,17,39.98,500,0,0,1,0,0,0,1,0
63811,56,24,45.38,339,0,1,0,0,1,0,0,0
63812,69,1,68.13,185,0,1,0,0,0,1,0,0
63813,39,21,75.67,412,0,1,0,0,0,0,1,0
63814,37,1,37.86,295,1,0,1,0,0,1,0,0
63815,51,1,39.29,364,1,0,1,0,0,0,0,1
63816,35,10,44.17,203,1,0,1,0,1,0,0,0
63817,34,17,68.17,335,0,0,1,0,0,0,1,0
63818,53,15,98.52,314,0,0,1,0,1,0,0,0
63819,37,18,87.48,142,1,1,0,0,1,0,0,0
63820,65,1,72.71,293,1,0,1,0,0,0,1,0
63821,38,6,92.64,111,0,0,1,0,0,0,0,1
63822,44,2,68.11,78,1,0,1,0,0,1,0,0
63823,19,11,57.95,92,0,1,0,0,1,0,0,0
63824,29,19,52.21,125,0,0,1,1,0,0,0,0
63825,54,23,40.63,335,0,1,0,0,0,0,1,0
63826,60,1,98.64,106,0,1,0,1,0,0,0,0
63827,69,7,30.59,260,1,0,1,0,1,0,0,0
63828,31,21,73.42,465,0,1,0,0,0,1,0,0
63829,37,16,54.8,464,1,0,1,1,0,0,0,0
63830,61,19,31.67,356,1,1,0,0,0,0,0,1
63831,34,13,59.9,433,0,0,1,1,0,0,0,0
63832,45,16,41.63,314,1,1,0,1,0,0,0,0
63833,36,7,47.09,493,1,1,0,0,0,1,0,0
63834,48,9,93.12,338,1,1,0,0,0,0,1,0
63835,62,8,92.64,278,0,0,1,0,0,1,0,0
63836,42,4,47.33,359,0,0,1,0,0,1,0,0
63837,53,20,47.69,433,1,1,0,0,0,0,0,1
63838,66,15,37.69,390,1,0,1,0,0,1,0,0
63839,41,24,32.08,112,0,1,0,0,0,0,1,0
63840,28,23,82.05,185,0,0,1,1,0,0,0,0
63841,40,2,62.13,468,0,1,0,0,0,0,1,0
63842,28,16,59.01,488,1,1,0,1,0,0,0,0
63843,60,17,51.48,350,1,1,0,0,0,0,0,1
63844,28,16,69.3,426,1,0,1,0,1,0,0,0
63845,46,20,81.25,384,1,1,0,0,0,0,0,1
63846,57,9,50.77,467,0,0,1,0,0,1,0,0
63847,32,24,37.08,383,1,1,0,0,0,0,0,1
63848,65,15,91.14,492,1,1,0,0,0,0,0,1
63849,21,1,67.35,451,0,1,0,0,0,0,0,1
63850,36,3,39.23,373,1,1,0,0,1,0,0,0
63851,21,20,64.85,240,1,1,0,0,0,0,1,0
63852,24,22,97.87,352,1,1,0,0,0,0,0,1
63853,19,7,62.0,57,0,1,0,1,0,0,0,0
63854,27,10,67.98,258,1,1,0,0,0,0,0,1
63855,19,12,43.91,64,1,0,1,0,0,1,0,0
63856,63,4,83.52,261,1,0,1,0,0,0,1,0
63857,47,10,95.52,497,0,0,1,0,0,1,0,0
63858,34,2,66.32,186,0,0,1,0,0,0,0,1
63859,62,18,34.82,341,1,0,1,1,0,0,0,0
63860,32,16,36.49,295,0,1,0,0,0,0,1,0
63861,23,1,45.59,303,0,1,0,0,0,0,0,1
63862,66,4,98.38,136,0,0,1,0,0,0,0,1
63863,56,10,31.07,383,1,1,0,0,0,0,1,0
63864,30,4,78.94,235,0,0,1,0,1,0,0,0
63865,33,19,61.64,342,1,0,1,0,0,0,0,1
63866,31,5,48.58,178,0,0,1,0,0,0,1,0
63867,70,13,37.41,165,0,0,1,0,0,0,1,0
63868,35,14,65.01,499,0,0,1,1,0,0,0,0
63869,64,18,62.39,459,1,1,0,1,0,0,0,0
63870,69,15,38.65,160,0,1,0,0,1,0,0,0
63871,52,18,48.04,450,0,1,0,0,0,0,0,1
63872,28,17,42.16,104,1,0,1,0,0,0,0,1
63873,69,11,76.18,419,0,1,0,1,0,0,0,0
63874,24,6,53.69,430,0,0,1,0,1,0,0,0
63875,69,15,52.42,353,1,0,1,0,0,0,0,1
63876,24,10,43.11,50,1,1,0,0,0,1,0,0
63877,54,23,76.37,238,1,0,1,0,0,0,1,0
63878,31,5,54.19,214,1,1,0,0,0,0,0,1
63879,43,12,89.03,440,0,1,0,0,0,0,0,1
63880,69,16,99.15,230,0,1,0,0,1,0,0,0
63881,44,6,95.79,494,0,0,1,0,0,1,0,0
63882,31,18,57.33,491,1,1,0,0,1,0,0,0
63883,33,22,96.47,276,0,0,1,0,0,1,0,0
63884,43,7,46.99,384,0,1,0,0,0,1,0,0
63885,45,23,38.76,180,0,1,0,1,0,0,0,0
63886,46,20,65.38,283,1,0,1,0,0,0,1,0
63887,44,11,74.04,134,1,0,1,0,0,0,0,1
63888,32,2,35.24,197,0,1,0,1,0,0,0,0
63889,51,12,89.51,251,0,1,0,0,0,0,1,0
63890,57,20,66.25,283,0,0,1,0,1,0,0,0
63891,23,4,41.22,467,1,1,0,0,0,1,0,0
63892,40,20,72.89,212,0,0,1,0,1,0,0,0
63893,23,10,39.73,176,1,0,1,0,0,0,0,1
63894,67,14,33.69,458,0,1,0,0,0,0,0,1
63895,25,7,99.28,153,1,1,0,0,0,0,1,0
63896,60,9,39.21,369,1,0,1,1,0,0,0,0
63897,70,24,70.74,66,0,0,1,1,0,0,0,0
63898,29,8,66.28,166,0,1,0,0,0,1,0,0
63899,43,5,40.14,359,0,1,0,0,0,1,0,0
63900,68,3,39.43,94,0,1,0,1,0,0,0,0
63901,31,23,67.23,403,0,0,1,0,0,1,0,0
63902,47,3,52.89,150,1,0,1,0,1,0,0,0
63903,47,11,70.0,394,0,1,0,0,1,0,0,0
63904,42,18,92.64,103,0,0,1,0,0,1,0,0
63905,59,10,82.28,276,1,0,1,0,1,0,0,0
63906,32,14,65.43,120,0,1,0,0,0,1,0,0
63907,20,20,41.59,355,1,0,1,0,0,0,0,1
63908,63,7,87.87,410,1,0,1,0,0,1,0,0
63909,20,10,45.44,378,0,1,0,0,0,0,0,1
63910,34,7,91.78,477,0,1,0,0,0,0,0,1
63911,66,7,75.5,100,1,0,1,0,0,0,0,1
63912,22,17,43.39,251,0,1,0,0,0,0,0,1
63913,60,11,33.77,435,1,0,1,1,0,0,0,0
63914,51,6,39.47,291,1,0,1,1,0,0,0,0
63915,18,9,88.01,353,1,0,1,0,1,0,0,0
63916,65,3,42.62,54,0,0,1,0,0,0,1,0
63917,24,13,83.94,98,0,1,0,0,0,0,1,0
63918,19,19,92.67,427,0,0,1,0,1,0,0,0
63919,28,16,37.45,460,1,1,0,0,0,1,0,0
63920,32,21,79.89,97,1,1,0,0,0,0,0,1
63921,52,22,31.6,168,1,1,0,0,0,1,0,0
63922,27,6,40.49,457,1,1,0,1,0,0,0,0
63923,35,8,71.02,225,1,1,0,1,0,0,0,0
63924,47,8,87.28,275,1,1,0,0,0,1,0,0
63925,62,21,66.15,217,1,0,1,0,0,1,0,0
63926,70,21,89.82,61,0,1,0,0,1,0,0,0
63927,18,14,32.04,401,1,0,1,1,0,0,0,0
63928,45,12,74.09,63,1,0,1,0,0,0,0,1
63929,42,6,72.55,117,0,1,0,1,0,0,0,0
63930,19,20,82.05,383,0,0,1,0,1,0,0,0
63931,42,10,52.31,124,1,1,0,0,0,0,1,0
63932,70,20,89.97,488,0,0,1,0,0,0,0,1
63933,67,5,48.61,147,1,1,0,0,0,0,1,0
63934,53,19,36.07,169,1,0,1,1,0,0,0,0
63935,24,16,43.87,105,0,0,1,0,0,0,1,0
63936,58,16,63.77,59,1,0,1,1,0,0,0,0
63937,30,9,88.65,259,1,0,1,1,0,0,0,0
63938,44,19,90.75,285,0,0,1,0,1,0,0,0
63939,19,3,97.3,495,1,1,0,0,0,0,0,1
63940,22,1,30.92,421,0,1,0,0,0,0,1,0
63941,58,5,70.57,126,0,1,0,0,1,0,0,0
63942,61,15,76.55,58,0,0,1,0,0,0,0,1
63943,52,3,32.9,407,1,0,1,0,1,0,0,0
63944,39,15,50.3,219,1,1,0,1,0,0,0,0
63945,42,7,42.38,252,1,0,1,0,1,0,0,0
63946,52,4,96.06,426,1,0,1,0,0,1,0,0
63947,26,13,95.49,173,0,1,0,0,0,1,0,0
63948,19,23,30.83,484,0,0,1,0,1,0,0,0
63949,41,3,39.57,274,1,0,1,1,0,0,0,0
63950,51,17,38.12,458,1,0,1,0,0,0,0,1
63951,62,20,74.52,294,0,0,1,0,1,0,0,0
63952,70,10,38.15,246,1,1,0,0,0,0,1,0
63953,21,4,67.05,383,1,1,0,1,0,0,0,0
63954,36,12,66.9,217,0,1,0,1,0,0,0,0
63955,39,6,59.22,317,1,1,0,0,1,0,0,0
63956,43,1,52.52,445,1,0,1,1,0,0,0,0
63957,51,23,59.72,447,0,1,0,0,1,0,0,0
63958,20,22,94.25,94,0,1,0,0,0,0,0,1
63959,46,22,81.94,125,0,0,1,0,1,0,0,0
63960,26,3,73.29,360,0,1,0,0,0,0,0,1
63961,29,8,81.69,479,1,0,1,0,0,0,0,1
63962,48,16,72.91,149,0,0,1,0,0,0,0,1
63963,37,21,46.01,195,0,0,1,0,0,0,0,1
63964,45,22,32.56,108,0,1,0,0,0,0,0,1
63965,29,23,87.92,337,1,0,1,1,0,0,0,0
63966,46,17,42.46,233,0,1,0,0,0,0,1,0
63967,33,6,30.46,86,0,1,0,0,0,1,0,0
63968,46,23,45.31,147,0,1,0,1,0,0,0,0
63969,38,8,85.64,101,1,0,1,0,0,0,0,1
63970,29,23,46.59,444,1,0,1,0,1,0,0,0
63971,19,17,56.57,282,0,0,1,0,0,0,1,0
63972,61,16,47.83,211,0,0,1,1,0,0,0,0
63973,56,3,39.34,103,0,1,0,0,1,0,0,0
63974,64,9,89.81,419,1,0,1,0,0,1,0,0
63975,23,3,51.9,363,0,0,1,0,0,1,0,0
63976,22,23,55.92,481,1,0,1,1,0,0,0,0
63977,31,7,32.23,483,0,0,1,1,0,0,0,0
63978,51,13,31.65,438,0,0,1,0,0,0,0,1
63979,47,17,87.77,217,1,1,0,0,0,1,0,0
63980,39,12,56.5,468,0,1,0,1,0,0,0,0
63981,40,17,96.52,463,1,0,1,1,0,0,0,0
63982,28,7,56.79,421,1,1,0,0,0,0,0,1
63983,19,10,77.66,249,1,1,0,0,1,0,0,0
63984,53,6,50.92,498,1,0,1,0,0,1,0,0
63985,32,4,70.83,463,1,0,1,0,0,1,0,0
63986,27,21,76.92,277,0,0,1,0,1,0,0,0
63987,70,21,79.98,350,0,0,1,1,0,0,0,0
63988,34,1,83.63,188,0,1,0,1,0,0,0,0
63989,22,10,79.16,239,1,0,1,1,0,0,0,0
63990,52,2,62.55,167,1,0,1,1,0,0,0,0
63991,61,24,36.56,280,0,0,1,1,0,0,0,0
63992,64,14,39.77,298,0,0,1,1,0,0,0,0
63993,27,11,47.94,226,1,1,0,0,0,1,0,0
63994,45,21,51.82,348,1,0,1,0,0,0,1,0
63995,33,5,46.23,164,0,0,1,0,0,1,0,0
63996,54,3,98.36,132,0,1,0,0,0,0,0,1
63997,66,23,73.38,265,1,1,0,0,0,0,0,1
63998,45,2,72.54,224,0,1,0,0,1,0,0,0
63999,41,6,78.27,98,0,0,1,0,0,1,0,0
64000,50,13,30.16,314,1,1,0,0,0,0,1,0
64001,26,7,53.08,315,0,1,0,0,1,0,0,0
64002,50,6,72.95,465,0,0,1,0,1,0,0,0
64003,25,11,57.18,417,0,1,0,0,0,1,0,0
64004,48,12,48.77,169,1,0,1,0,0,1,0,0
64005,46,1,96.44,270,1,1,0,0,0,0,1,0
64006,69,13,63.25,230,0,1,0,1,0,0,0,0
64007,18,16,69.41,229,1,1,0,0,0,1,0,0
64008,27,10,60.65,431,1,0,1,1,0,0,0,0
64009,62,21,79.93,477,1,1,0,1,0,0,0,0
64010,62,6,49.29,483,1,1,0,1,0,0,0,0
64011,44,19,57.43,72,1,0,1,0,0,0,0,1
64012,18,23,76.47,259,0,1,0,0,0,0,1,0
64013,48,1,79.97,151,0,1,0,0,0,0,1,0
64014,61,8,65.18,54,1,0,1,0,0,1,0,0
64015,45,22,81.76,125,0,1,0,0,0,0,1,0
64016,50,15,33.76,165,0,1,0,0,0,1,0,0
64017,59,11,49.91,180,1,0,1,0,1,0,0,0
64018,46,16,77.89,244,1,0,1,0,1,0,0,0
64019,24,21,47.39,60,1,1,0,0,0,0,0,1
64020,23,9,75.05,425,1,0,1,0,0,0,1,0
64021,70,14,76.97,313,1,1,0,0,0,0,0,1
64022,25,3,77.55,499,0,0,1,1,0,0,0,0
64023,45,24,94.34,80,0,0,1,1,0,0,0,0
64024,60,12,73.72,419,0,1,0,0,0,0,1,0
64025,33,7,59.45,475,1,0,1,1,0,0,0,0
64026,57,19,50.35,165,1,1,0,0,0,0,0,1
64027,30,9,55.83,462,1,1,0,0,1,0,0,0
64028,70,1,55.23,231,1,0,1,0,0,1,0,0
64029,59,11,70.75,206,0,0,1,1,0,0,0,0
64030,31,2,61.43,186,0,1,0,0,0,0,1,0
64031,31,18,84.12,165,0,0,1,0,0,0,0,1
64032,31,10,70.49,68,1,1,0,0,0,1,0,0
64033,40,6,63.24,155,0,0,1,1,0,0,0,0
64034,62,15,96.93,353,1,1,0,0,0,1,0,0
64035,45,18,91.34,442,0,0,1,0,0,0,1,0
64036,40,3,32.98,258,1,1,0,0,0,0,1,0
64037,68,19,81.56,205,1,1,0,1,0,0,0,0
64038,67,21,64.1,195,0,1,0,0,1,0,0,0
64039,48,19,58.56,195,0,1,0,0,1,0,0,0
64040,40,8,77.39,495,1,1,0,0,0,1,0,0
64041,65,11,71.07,64,1,0,1,0,0,0,0,1
64042,65,18,71.43,383,1,1,0,0,0,0,0,1
64043,26,6,92.67,217,0,1,0,0,1,0,0,0
64044,46,14,52.75,317,1,1,0,0,0,0,0,1
64045,43,17,99.85,259,1,1,0,0,1,0,0,0
64046,61,22,38.97,243,1,0,1,1,0,0,0,0
64047,58,20,66.6,383,0,0,1,0,0,0,0,1
64048,21,10,75.35,449,1,1,0,1,0,0,0,0
64049,43,11,50.53,236,1,1,0,0,0,0,1,0
64050,50,18,58.1,120,1,1,0,0,0,0,1,0
64051,42,23,72.42,75,1,0,1,0,0,0,1,0
64052,70,19,37.86,486,1,0,1,0,0,0,1,0
64053,49,5,37.53,210,1,1,0,0,0,0,1,0
64054,65,20,69.07,325,0,1,0,0,0,1,0,0
64055,22,24,63.23,130,0,1,0,0,0,1,0,0
64056,47,14,99.02,362,0,1,0,0,1,0,0,0
64057,50,14,69.14,200,0,0,1,0,0,0,1,0
64058,27,16,34.77,148,0,0,1,1,0,0,0,0
64059,44,21,34.05,197,0,1,0,0,0,0,1,0
64060,23,5,72.8,234,0,1,0,0,0,1,0,0
64061,40,11,86.77,434,0,1,0,0,0,0,0,1
64062,34,8,44.31,466,1,0,1,1,0,0,0,0
64063,60,22,60.51,289,0,1,0,0,0,0,0,1
64064,69,17,71.97,183,1,0,1,0,0,0,1,0
64065,70,21,57.21,93,0,0,1,0,1,0,0,0
64066,66,10,83.39,143,0,0,1,0,0,0,1,0
64067,41,10,31.34,109,1,0,1,1,0,0,0,0
64068,36,20,95.06,432,0,1,0,0,0,1,0,0
64069,56,20,53.53,222,0,1,0,0,1,0,0,0
64070,57,13,45.78,199,1,0,1,1,0,0,0,0
64071,39,24,32.38,454,0,1,0,1,0,0,0,0
64072,61,8,56.49,489,1,0,1,1,0,0,0,0
64073,31,18,81.35,102,1,1,0,0,0,1,0,0
64074,39,16,39.64,193,1,0,1,1,0,0,0,0
64075,65,7,43.33,218,0,1,0,0,0,0,1,0
64076,57,6,57.82,273,0,0,1,0,0,0,1,0
64077,44,11,87.97,336,0,0,1,0,0,1,0,0
64078,48,18,92.76,175,0,1,0,1,0,0,0,0
64079,62,15,30.71,193,0,1,0,0,0,1,0,0
64080,32,16,38.43,454,1,1,0,0,1,0,0,0
64081,41,23,70.15,246,0,0,1,0,0,0,0,1
64082,51,16,95.34,364,1,1,0,0,0,1,0,0
64083,38,1,81.01,157,1,0,1,0,1,0,0,0
64084,40,6,40.26,111,0,1,0,0,0,0,1,0
64085,56,23,38.6,269,0,1,0,0,0,0,1,0
64086,45,21,42.53,464,1,1,0,1,0,0,0,0
64087,60,10,68.12,280,0,1,0,0,0,0,0,1
64088,29,1,42.82,234,0,0,1,1,0,0,0,0
64089,44,23,61.56,60,0,0,1,0,0,0,0,1
64090,33,14,60.34,158,1,1,0,0,1,0,0,0
64091,66,13,71.35,205,1,1,0,0,0,1,0,0
64092,56,13,60.37,301,0,1,0,0,0,0,1,0
64093,23,9,70.6,450,0,0,1,0,0,0,0,1
64094,54,18,98.21,117,1,1,0,0,0,0,1,0
64095,18,22,63.24,241,1,0,1,1,0,0,0,0
64096,20,11,35.58,132,1,1,0,0,0,0,0,1
64097,70,20,44.91,305,1,1,0,0,0,0,1,0
64098,62,3,45.57,334,1,1,0,0,0,0,0,1
64099,47,9,76.12,278,1,1,0,1,0,0,0,0
64100,46,9,96.34,75,1,0,1,0,0,1,0,0
64101,63,17,72.99,147,1,0,1,0,0,0,1,0
64102,46,22,77.46,108,1,1,0,0,0,1,0,0
64103,58,24,39.73,207,1,1,0,0,1,0,0,0
64104,47,3,65.46,112,1,1,0,1,0,0,0,0
64105,22,7,39.84,376,0,0,1,0,0,1,0,0
64106,66,5,62.39,201,1,0,1,0,0,1,0,0
64107,33,20,50.67,297,0,0,1,0,0,1,0,0
64108,68,8,58.06,205,1,0,1,0,0,1,0,0
64109,57,10,54.16,324,0,0,1,0,0,1,0,0
64110,24,17,90.23,441,0,1,0,1,0,0,0,0
64111,55,22,74.13,135,1,1,0,0,0,0,0,1
64112,31,4,46.41,163,0,1,0,1,0,0,0,0
64113,52,18,37.45,272,1,0,1,0,1,0,0,0
64114,56,2,70.28,176,0,1,0,0,0,1,0,0
64115,58,23,79.79,380,0,1,0,0,1,0,0,0
64116,70,20,82.86,283,1,1,0,0,1,0,0,0
64117,19,1,62.56,60,1,1,0,0,0,1,0,0
64118,45,17,97.16,292,1,0,1,1,0,0,0,0
64119,48,12,37.52,102,1,0,1,0,0,1,0,0
64120,24,23,84.78,146,1,1,0,0,0,0,0,1
64121,18,18,59.4,220,0,0,1,0,0,1,0,0
64122,32,20,49.84,500,1,0,1,0,1,0,0,0
64123,48,22,93.52,415,0,1,0,0,0,0,0,1
64124,59,7,74.2,178,1,1,0,0,0,0,0,1
64125,53,8,34.3,295,0,1,0,0,0,0,0,1
64126,48,6,68.15,462,1,0,1,0,0,0,0,1
64127,40,13,78.79,307,1,1,0,0,0,1,0,0
64128,20,8,75.64,372,0,0,1,1,0,0,0,0
64129,42,6,97.45,394,1,0,1,1,0,0,0,0
64130,21,21,50.77,61,1,0,1,0,0,0,0,1
64131,57,9,86.01,393,1,1,0,0,0,0,0,1
64132,62,8,56.15,490,1,0,1,0,0,0,0,1
64133,66,18,37.9,355,0,1,0,0,0,1,0,0
64134,50,9,38.17,421,1,1,0,0,0,0,0,1
64135,22,15,72.18,485,0,0,1,1,0,0,0,0
64136,57,8,67.51,466,0,0,1,0,0,1,0,0
64137,27,12,79.27,307,0,0,1,0,1,0,0,0
64138,20,3,34.36,421,0,0,1,0,0,0,1,0
64139,62,24,87.25,128,1,0,1,1,0,0,0,0
64140,45,11,57.48,418,1,0,1,0,0,0,1,0
64141,39,7,69.17,97,0,0,1,0,0,0,0,1
64142,53,22,96.43,412,0,1,0,0,0,0,1,0
64143,68,6,50.26,479,1,0,1,1,0,0,0,0
64144,39,14,59.8,52,1,1,0,0,1,0,0,0
64145,23,9,37.69,221,1,0,1,0,0,1,0,0
64146,65,20,98.39,213,1,1,0,0,0,1,0,0
64147,22,17,98.16,186,1,1,0,0,0,1,0,0
64148,26,14,35.05,474,0,0,1,1,0,0,0,0
64149,25,21,33.71,329,0,1,0,1,0,0,0,0
64150,69,24,43.33,400,0,1,0,0,1,0,0,0
64151,61,12,86.96,273,1,0,1,0,1,0,0,0
64152,27,23,61.97,138,1,0,1,1,0,0,0,0
64153,35,16,66.09,362,0,1,0,0,0,1,0,0
64154,65,7,57.45,437,0,0,1,0,1,0,0,0
64155,46,22,42.25,170,0,1,0,0,0,1,0,0
64156,30,4,85.39,80,0,1,0,1,0,0,0,0
64157,38,17,44.34,259,0,1,0,1,0,0,0,0
64158,40,22,64.44,258,1,1,0,0,0,1,0,0
64159,27,16,34.51,363,1,1,0,1,0,0,0,0
64160,35,17,87.44,318,0,0,1,0,0,0,1,0
64161,40,1,43.33,343,1,1,0,0,0,1,0,0
64162,26,18,83.53,286,1,0,1,0,1,0,0,0
64163,59,9,45.23,320,0,1,0,0,0,0,0,1
64164,61,21,91.62,245,0,0,1,0,0,0,1,0
64165,43,11,86.47,51,1,0,1,1,0,0,0,0
64166,40,1,78.31,401,1,1,0,0,0,0,0,1
64167,35,13,73.18,54,1,1,0,0,0,1,0,0
64168,26,10,41.59,97,0,1,0,0,0,0,0,1
64169,47,10,84.05,353,1,1,0,0,0,0,1,0
64170,38,19,99.63,207,0,1,0,0,0,1,0,0
64171,57,5,89.24,432,0,0,1,0,0,1,0,0
64172,18,13,95.81,475,0,0,1,1,0,0,0,0
64173,40,7,87.15,358,0,0,1,0,0,0,1,0
64174,61,16,34.76,140,0,1,0,0,0,1,0,0
64175,33,10,38.75,328,1,1,0,0,0,1,0,0
64176,57,6,49.81,61,0,0,1,1,0,0,0,0
64177,40,3,99.43,422,1,1,0,0,1,0,0,0
64178,51,15,35.66,273,1,0,1,0,0,0,1,0
64179,35,11,85.18,160,0,1,0,0,0,1,0,0
64180,56,8,51.32,155,0,0,1,1,0,0,0,0
64181,34,7,94.98,127,0,0,1,0,0,1,0,0
64182,65,4,31.67,176,1,0,1,1,0,0,0,0
64183,68,5,98.64,159,0,0,1,0,0,0,1,0
64184,49,22,94.24,216,0,0,1,0,1,0,0,0
64185,51,20,46.45,391,1,0,1,0,1,0,0,0
64186,29,24,91.96,384,0,1,0,0,0,1,0,0
64187,70,2,40.09,277,0,0,1,0,1,0,0,0
64188,40,24,76.76,114,0,0,1,1,0,0,0,0
64189,48,13,92.09,235,1,1,0,0,0,1,0,0
64190,36,22,44.58,197,1,1,0,0,0,1,0,0
64191,65,16,76.89,406,0,1,0,1,0,0,0,0
64192,33,4,61.77,73,1,0,1,0,0,0,1,0
64193,63,15,82.21,451,0,0,1,0,0,1,0,0
64194,18,4,61.11,288,1,0,1,0,0,0,1,0
64195,27,9,94.87,252,1,0,1,0,0,1,0,0
64196,64,12,72.0,174,0,0,1,1,0,0,0,0
64197,55,19,95.24,423,1,1,0,0,1,0,0,0
64198,50,8,32.3,303,1,1,0,1,0,0,0,0
64199,60,1,36.17,314,1,0,1,0,0,0,1,0
64200,46,8,49.22,459,1,1,0,0,0,0,1,0
64201,45,11,50.03,200,1,1,0,0,1,0,0,0
64202,32,7,91.44,198,1,1,0,0,0,0,1,0
64203,20,2,81.36,168,1,1,0,0,0,1,0,0
64204,46,15,69.0,421,1,1,0,1,0,0,0,0
64205,20,19,70.23,371,1,1,0,0,0,0,1,0
64206,52,5,47.02,145,0,0,1,1,0,0,0,0
64207,42,3,94.76,277,1,0,1,0,1,0,0,0
64208,38,1,74.02,73,1,1,0,1,0,0,0,0
64209,33,13,32.9,278,1,1,0,0,1,0,0,0
64210,32,24,81.33,453,0,0,1,0,1,0,0,0
64211,31,2,44.28,116,0,0,1,1,0,0,0,0
64212,61,6,44.67,317,1,0,1,1,0,0,0,0
